/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/InsectWingbeatSound/InsectWingbeatSound_TRAIN,10,1,19,18,16,14,13,10,1,19,18,16,14,13
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/ItalyPowerDemand/ItalyPowerDemand_TRAIN,11,1,14,11,8,7,6,11,1,14,11,8,7,6
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/LargeKitchenAppliances/LargeKitchenAppliances_TRAIN,12,1,17,15,13,12,11,12,1,17,15,13,12,11
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Lightning2/Lightning2_TRAIN,11,1,19,17,16,14,13,11,1,19,17,16,14,13
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Lightning7/Lightning7_TRAIN,10,1,18,16,14,12,10,10,1,18,16,14,12,10
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Mallat/Mallat_TRAIN,20,1,17,14,10,8,6,20,1,17,14,10,8,6
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/Meat/Meat_TRAIN,20,1,1,1,1,1,1,20,1,1,1,1,1,1
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MedicalImages/MedicalImages_TRAIN,9,1,17,14,12,10,9,9,1,17,14,12,10,9
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MelbournePedestrian/MelbournePedestrian_TRAIN,9,1,16,13,10,9,7,9,1,16,13,10,9,7
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MiddlePhalanxOutlineAgeGroup/MiddlePhalanxOutlineAgeGroup_TRAIN,20,1,5,3,2,2,1,20,1,5,3,2,2,1
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MiddlePhalanxOutlineCorrect/MiddlePhalanxOutlineCorrect_TRAIN,20,1,7,4,3,2,2,20,1,7,4,3,2,2
/Users/chunwei/research/TimeSeriesDB/UCRArchive2018/MiddlePhalanxTW/MiddlePhalanxTW_TRAIN,20,1,7,4,3,2,2,20,1,7,4,3,2,2
